ID,Target_appetency
877149,0.040548873642730604
109603,0.008133370623935002
560424,0.034449851389795096
386592,0.007748896722407268
857379,0.02057327407574387
585547,0.045293171393182556
425127,0.0021481298313666755
797931,0.008695103047646818
645884,0.028804887142156014
110203,0.003392092495204372
442587,0.006272733620898076
727292,0.005152003645248951
804369,0.041315590679390404
111301,0.004745867008843239
312651,0.01874087233419294
847734,0.007970475059856617
314882,0.005559711255898167
334969,0.02370903769100946
352618,0.011829264400923675
794130,0.01767743290200907
299927,0.05348807635439007
222274,0.0012458715311814209
758024,0.0776632229392458
788327,0.03636294245669055
864688,0.028828934519772677
119718,0.02932525005946183
408280,0.026527973555815033
367423,0.07917561023156021
866442,0.0025878515931706267
588827,0.04949134127381851
565426,0.03327714892989081
818878,0.002307938624842541
423898,0.0039006270242651253
984183,0.005742099736418721
786575,0.004932148957781768
317739,0.006127344067399527
352289,0.005259339766303009
761981,0.0220168693324677
622995,0.0024993863244421382
785973,0.029551696484487997
254437,0.00835373484222857
181934,0.007499142499662683
753576,0.004439689382198401
331452,0.003989696959887262
501512,0.05499113289060416
350695,0.0025188358165555156
190803,0.0046692074772891395
886789,0.034757108567962644
879273,0.0034408166786208407
571363,0.06536041823478948
829376,0.005199913656786165
750366,0.018767044927841953
879384,0.007987383753400632
111801,0.006961140672194706
919841,0.0179192878059406
634021,0.01570837142520786
764737,0.043301970481691196
525234,0.006017480695731219
405136,0.012492685831867687
574901,0.06839218108177256
400202,0.015954038817591536
207417,0.005057686216255609
787199,0.012318417548774795
402016,0.03679140503930287
656801,0.006385064439818013
619661,0.011396238714430046
734906,0.01071233208616782
973592,0.008251462292019453
813507,0.010709448704288858
717943,0.011064781019591715
502097,0.006434297379821876
719164,0.0741359020108038
374254,0.056325056166104885
338221,0.005418515709562495
964075,0.0061310429030017755
739351,0.011507748565245342
336214,0.021390315328806857
845705,0.006690755256768756
598404,0.023981608575076606
474513,0.022150124464061755
497100,0.06489231495371768
324394,0.013451275841702253
983001,0.0027223106876266842
121496,0.015015454641775356
302244,0.004890037928777287
290355,0.06869843472423542
520141,0.027580215492433682
274870,0.017738442162465826
640908,0.0055065031136363445
436509,0.006655537857012984
811324,0.023025555965045814
909865,0.011184513860695876
210079,0.03532463561288203
304879,0.03660007334852526
706351,0.008963457109959114
984129,0.014912481119724501
817221,0.022123585867735603
530553,0.02351506937945919
281492,0.007462012037932678
483107,0.012616374779122941
117774,0.006151807002642735
455381,0.006833636837241409
410322,0.03330955678302137
992173,0.012434131221442763
255408,0.0023431640669188663
929343,0.006478027196625018
112583,0.07393291477192654
218649,0.015005032508679485
902661,0.015218082296192622
871563,0.007294615752065031
864742,0.003402699638312109
642542,0.08506290028904699
547402,0.004225316231773755
303137,0.0076169092671323265
693551,0.00523143655992706
449998,0.004271530061595987
699054,0.10225358811897621
141939,0.0035518906806198034
687870,0.003399371145689416
141454,0.10322649598549553
665557,0.06372044298606118
318524,0.00391193896694479
649593,0.028103354635496416
180856,0.0049452398177016865
473885,0.005165646916388594
347593,0.05093277371540588
607389,0.00478201373686111
115091,0.0124207256700231
531983,0.005573753781981409
812622,0.005377000840073249
759359,0.014324231818923434
359039,0.028392125996249053
290606,0.00790127483835397
996775,0.033380747932518204
157672,0.008507836700919128
367117,0.0059686811373722655
875623,0.00820719190301991
103522,0.012154012779709083
686120,0.008832207577529942
688459,0.05429644757554361
759690,0.004490088589910097
861354,0.01063338781954219
619332,0.059119307391358275
894958,0.010850803459032644
275030,0.005172355336307461
756109,0.005333388662505116
836312,0.08385110731890082
913369,0.005692351012001024
238971,0.011539408655875659
975165,0.0016465381070735192
644027,0.0314468593924602
378354,0.019513385894710265
327015,0.014629658587574866
480506,0.0046419933678278095
835233,0.008041117413605189
589847,0.006101373651619679
117808,0.013180387128085906
700298,0.03295954889260472
292380,0.0040272995676462735
935982,0.028711973338186647
213079,0.027822162831361342
443235,0.005759229116616919
990423,0.035507677349240464
532264,0.015724019650541533
568766,0.014857763388380343
871595,0.004914179898919933
154705,0.003912032289998344
968468,0.023209189326432293
979680,0.011743471415837857
728562,0.004132484827043375
119147,0.026308353272770663
771053,0.00458369957241506
433332,0.004230422973899136
581326,0.021474577401165793
793141,0.008790161948895831
952945,0.0036028772466333895
641745,0.023496740248044625
797286,0.008123339790412578
537046,0.014615220533408132
234857,0.010566961652975711
165100,0.009175402423983625
221395,0.0061733308606662625
858546,0.004561431499037112
748967,0.004369544499864241
532105,0.017198557736996637
764698,0.003787819401510276
704796,0.015033355099335309
567903,0.013441109074238311
787541,0.015710261139017533
125797,0.008102296279023794
898641,0.007195125264210038
243795,0.006755722799218192
480992,0.05771343230859631
382276,0.027909454200923844
772593,0.004174928573071586
669499,0.012589482001005712
571802,0.013212251557579024
125594,0.09506039444694869
393363,0.046136723214817155
885943,0.0039401734869006005
836265,0.0055598506528195465
704526,0.003573466653575809
230111,0.009277746630322747
477153,0.005807416087130741
663986,0.02102584078918299
962564,0.20099698380191908
746261,0.01650285925213258
351264,0.0037344608129566085
119021,0.006330093014756621
794707,0.02970676806933996
116490,0.012988241497931954
136921,0.005570961691214441
453127,0.004532794556493692
371985,0.002042780247426498
270598,0.040875527745141325
531926,0.012240928654884796
292404,0.013682413316459658
959733,0.008460935368241641
925602,0.0020675233240955086
724704,0.01920773819051631
150282,0.004193917682863348
330112,0.12018828835838005
695583,0.00948930197246822
653776,0.011015288598448294
923278,0.028007799138753415
875912,0.04079030028095515
580094,0.033084814382017595
268243,0.01623158819739354
162782,0.016092682074282817
648936,0.030169197946492473
611249,0.007344087867262501
374540,0.005908186857727255
939172,0.0030445760478521717
835113,0.00703007908196198
283850,0.013590701270276314
665602,0.059632333330394714
365708,0.0059162116161056355
931762,0.004977759711761644
509137,0.003019466928869446
966306,0.0028700479766915793
230712,0.09372225728287005
543674,0.035380590468666005
217003,0.00824823296262654
301652,0.0031643770170788994
177659,0.011914654021561069
363364,0.0039785593206842895
979115,0.026279141297912426
310977,0.0051140160966886925
339539,0.03032737846494077
449694,0.009524848928041523
756545,0.010807708645312513
975052,0.004984278865314895
547416,0.026743419366003295
682990,0.01133490831181506
380700,0.007763391902004675
760484,0.00816521820494468
589231,0.03158670598227135
925935,0.005072975150825158
782147,0.007607279205680075
433111,0.004585663679842776
165086,0.01545839606205435
541330,0.0028240018753696917
609900,0.015099724763065746
166529,0.013346248948642265
622779,0.008151658906583337
550509,0.011584874611236697
978305,0.003230189403898489
411295,0.002868542167453889
379781,0.05898673273151859
877739,0.004311264951805424
890856,0.022379000636215975
448302,0.003913067257091746
106958,0.006724655311242709
764785,0.005833872011368784
500525,0.012085302403750057
621967,0.004607486853480641
573582,0.013025535875238185
505334,0.004553973633330383
418144,0.009005832107483827
750749,0.005360364770091803
832967,0.0056731610442748775
732595,0.004542270538949317
814705,0.009112245975381466
288605,0.0024174666818284544
266990,0.0333472053257404
142016,0.006685901695134855
489454,0.0036369768590448154
176509,0.05529044266959968
350013,0.00689082229671139
553657,0.004418116214974567
224899,0.018772555181501133
995553,0.006827779480478811
466130,0.020515569682561408
890093,0.0037699993279810013
793826,0.013096218101694408
905113,0.010687078921508181
742987,0.013233322475301621
697769,0.004087901182213887
340599,0.014022234420339568
802241,0.008916316633824556
754965,0.0131763158872771
316873,0.04133337213820513
650303,0.006687831589249355
956499,0.014182879848598782
970583,0.002472549563862346
394998,0.012532473238873859
420196,0.007409669111413952
145730,0.0717493176406401
538022,0.0036358417105198017
694138,0.005615972892618075
383464,0.02070769419907261
493842,0.005820163060241363
132891,0.003822531845918854
963545,0.023844841348969213
296815,0.004539586451951086
702210,0.010956180126146655
351419,0.0025998555844168668
231323,0.042793064386230206
287502,0.03725967985320425
902096,0.02493109568057505
365650,0.03379598051118518
687570,0.008067690434561759
640333,0.11014921929583081
400673,0.006476406621819492
957857,0.005924915428737191
120551,0.003941684268709427
808636,0.041174563110055004
364667,0.0401848158057183
667671,0.0034144859847934092
466716,0.013622727621177463
714118,0.003951012854607015
194461,0.007072093221677175
578190,0.0064968905768143575
286361,0.06865888345081775
868147,0.01016345692165446
343337,0.004791756111232332
230993,0.03394309464867682
720326,0.010997986812088504
373093,0.025098899000336822
527285,0.06177109786079201
598937,0.009920022775432339
499209,0.03814591560835837
172521,0.01255717713874663
624241,0.016035510630400922
610712,0.0024100026955736166
907588,0.04525556690798463
305705,0.012915036072894789
686960,0.006835936424848254
553754,0.001762780190256534
559579,0.007358136406395134
349196,0.028951166349228428
115575,0.04540336807178444
602480,0.024806572958401118
185877,0.007747012122944425
183038,0.06946893539237171
283952,0.006674282623349937
313345,0.003376703957970898
148901,0.02245421087149585
108006,0.08859344123439539
121934,0.00225976265603204
991479,0.01476881142595944
664234,0.0366524223166981
565815,0.006161746595921005
704028,0.0058181892527983175
824578,0.0033973244878645146
532721,0.0049088737802864355
600520,0.03606460329415317
945744,0.01744158918073481
614781,0.026376235175730338
181226,0.003157761045164399
593690,0.010083970530765736
234794,0.013667270257135305
449189,0.01019837250553717
453616,0.002462135704333438
452231,0.009346423445424412
790031,0.009817701296613744
847176,0.0025978336309678894
116882,0.015983862012094882
287485,0.008339079556521025
408327,0.007768131698289703
175273,0.0024236980793276392
896140,0.02007117091691074
712451,0.005073976315713773
437439,0.01222477486321382
756262,0.018540831295595587
887273,0.013961202489990106
700566,0.019250679533868
989809,0.0037933320679357846
614651,0.00655049578810493
966020,0.05319464363553432
133516,0.022078536384499584
374458,0.004087644009137609
632279,0.026396350983531186
238069,0.03688658949063479
349102,0.010974435001876339
170028,0.0018719625241930343
475618,0.003344029864865878
543547,0.03166804826379818
303994,0.029898508823747665
335538,0.007652105056263455
890423,0.002542912448007345
202800,0.015585428726566382
860599,0.017392559988384276
296910,0.013409682038684879
444626,0.005111293867472186
632961,0.006304223094315574
515121,0.012130246727662245
204858,0.006959875037143964
710826,0.01240272836793414
869548,0.006167125343798657
766452,0.013015977882824116
531437,0.006836135450769883
939799,0.01505901406970451
108790,0.0030504642414178763
314911,0.004403152075457831
126724,0.041901670026406664
264503,0.1294409994092293
919152,0.019751351899734176
609381,0.005174387170829146
561980,0.03774856915109249
930012,0.04040436588097097
978536,0.008140756920990432
697809,0.017928827962554423
510356,0.004650250260039898
666857,0.016782917322955105
311830,0.01358638662462172
438738,0.011961198201162378
633091,0.010906504266341018
190590,0.004711403698982194
597161,0.015049799186052799
468540,0.07909470333898691
811133,0.0087043309918061
632570,0.032884557173798595
893640,0.048108507649557285
530953,0.015214948303554283
607512,0.0036083338975933105
117142,0.02845750123959535
446964,0.00751039253736768
704925,0.00796402654612946
827489,0.006913342361843675
922217,0.012605592515894038
347987,0.006109762281702482
840973,0.37101011006356993
878309,0.01153866779045559
233557,0.007542846027456196
503732,0.023423175397933597
312701,0.004289736392681494
536309,0.0025554161846710922
344080,0.003542878349541205
662291,0.005127756553553814
977673,0.03489813891392321
712236,0.01323477620137297
429289,0.011170976950882516
368151,0.00609096633293904
744846,0.004057726641511978
588316,0.02335094325744305
571967,0.012990025685196832
177018,0.0058081134956476325
430130,0.020432423831166047
334540,0.03915098301070463
385132,0.007056348278549606
762178,0.042154431486990517
355589,0.0031982101873358473
561860,0.008524039265133329
360605,0.013134841224251558
814690,0.0024939778947904293
454885,0.004907538345033662
151025,0.006168474604136862
589137,0.030897161330693625
283265,0.006925890951655888
976374,0.02553354327627509
497082,0.007458247321167162
336490,0.004576838649394932
387169,0.004820097311944236
586600,0.004592041940331768
919994,0.03748334588049508
638047,0.012222609950920678
746542,0.003946245267850471
838267,0.005488218763682953
389321,0.018848717978253254
141364,0.024825880545899525
230418,0.006442133912329265
554528,0.005790472290851564
671985,0.005246646873672708
679716,0.03654612089361878
539967,0.14672745036850388
646707,0.005181894690540306
712589,0.030252396771992138
179571,0.010871450288155237
389120,0.003761341792168787
954253,0.01818832479169964
516025,0.02394803496920969
294436,0.003633820979524115
747946,0.05809527269726557
325976,0.020199996910121903
974706,0.018710925555259064
638292,0.017891423735434616
288410,0.006254722481613116
190521,0.0027328965393785525
665003,0.02454634382540322
916041,0.018098151092557534
414593,0.014153270407148982
606669,0.028201872058851985
481587,0.014392248190792972
550969,0.0031549531012015435
161130,0.015435133305304083
776625,0.09039654218504556
474594,0.009077818827293953
219913,0.03486223710243046
867270,0.00976803203413426
357253,0.040892872619830455
762075,0.001981212965636796
716241,0.018054333874390018
615201,0.012093481761131493
312337,0.002418588240236766
731785,0.008606999961486164
388514,0.0035776084586904796
430109,0.004555269351636673
414162,0.008051214075577908
898025,0.0045271533183571305
674826,0.026959838377735874
914661,0.04626768708302593
240875,0.13839603244041557
960333,0.002904796102000953
893965,0.007256307454912928
182240,0.008585699998531822
303756,0.003262913022541445
214003,0.008994632303833848
172468,0.021067869039163106
210888,0.006868146360212482
361234,0.050970687065324496
112025,0.0057150224117442725
939430,0.012225893611761228
643321,0.0052674567996226175
478702,0.006787020181194688
804573,0.009149759359535714
815391,0.007069204957121481
659182,0.03365996014339138
609667,0.0030672982487983656
986513,0.003233120413583653
630928,0.05433216270051884
901291,0.025796494462908152
379833,0.04401786346817035
